sk_cliente,id_cliente,nome_cliente,segmento_cliente,canal_aquisicao,uf_cliente,data_cadastro,faixa_etaria,ativo
877,CLI00877,Sr. Igor Guerra,PF - Varejo,Digital,CE,2023-03-30,26-35,True
878,CLI00878,Sophie Albuquerque,PF - Varejo,Indicação,SP,2021-02-01,26-35,True
879,CLI00879,Stella Novais,PF - Varejo,Showroom,SP,2021-05-09,26-35,True
880,CLI00880,Ana Sophia Cavalcante,PJ - Frota Pequena,Indicação,RJ,2021-01-25,46-55,True
881,CLI00881,Davi Fogaça,PF - Varejo,Indicação,MG,2022-09-01,26-35,True
882,CLI00882,Sra. Alana Borges,PF - Premium,Fidelização,SP,2023-02-09,36-45,True
883,CLI00883,Rafaela Costa,PF - Premium,Indicação,RS,2023-01-21,26-35,True
884,CLI00884,Yuri Moreira,PF - Varejo,Indicação,MG,2021-11-19,26-35,True
885,CLI00885,Valentim da Paz,PJ - Frota Pequena,Indicação,RJ,2021-06-05,36-45,True
886,CLI00886,Carlos Eduardo Cavalcante,PJ - Frota Pequena,Recall,RS,2021-10-06,46-55,True
887,CLI00887,Marcos Vinicius Costela,PJ - Frota Pequena,Digital,MG,2022-04-08,46-55,True
888,CLI00888,Juan Pinto,PJ - Frota Grande,Fidelização,RJ,2023-01-08,26-35,True
889,CLI00889,Dr. Bryan da Luz,PF - Varejo,Showroom,MG,2022-11-13,36-45,True
890,CLI00890,Cecília Farias,PJ - Frota Pequena,Digital,DF,2022-12-03,36-45,True
891,CLI00891,Nicole Fernandes,PF - Varejo,Digital,CE,2021-04-12,26-35,True
892,CLI00892,Luiz Henrique Vasconcelos,PF - Varejo,CRM Ativo,SP,2021-07-12,36-45,True
893,CLI00893,Fernando da Mota,PF - Premium,Digital,RS,2023-04-09,26-35,True
894,CLI00894,Dr. Raul Câmara,PF - Premium,Digital,RS,2022-04-26,26-35,True
895,CLI00895,Eduardo Rodrigues,PF - Premium,Indicação,SP,2021-06-10,26-35,True
896,CLI00896,Sra. Brenda Marques,PF - Varejo,Fidelização,RJ,2021-05-22,56+,True
897,CLI00897,Maria Liz Rocha,PJ - Frota Grande,Recall,SP,2022-12-04,26-35,True
898,CLI00898,Isabella Moraes,PJ - Frota Pequena,Digital,SP,2021-06-06,36-45,True
899,CLI00899,Olívia Machado,PJ - Frota Pequena,Showroom,SP,2023-05-26,36-45,True
900,CLI00900,Alícia Azevedo,PF - Varejo,Indicação,DF,2021-10-18,26-35,True
901,CLI00901,Stella Novaes,PF - Varejo,Indicação,DF,2022-05-27,46-55,True
902,CLI00902,Luigi Rios,PF - Premium,Showroom,SP,2023-03-20,36-45,True
903,CLI00903,Caleb Casa Grande,PF - Varejo,Indicação,MG,2022-04-02,56+,True
904,CLI00904,Igor Machado,PF - Varejo,Digital,SP,2021-07-09,26-35,True
905,CLI00905,Yago Carvalho,PJ - Frota Grande,Digital,MG,2023-03-10,46-55,True
906,CLI00906,Sra. Julia Cavalcanti,PF - Varejo,Digital,MG,2022-09-06,36-45,True
907,CLI00907,Dra. Ísis Pacheco,PJ - Frota Grande,Showroom,RJ,2021-04-29,46-55,True
908,CLI00908,Luara Oliveira,PF - Varejo,Indicação,SP,2022-07-10,26-35,True
909,CLI00909,Dra. Aylla Cavalcanti,PF - Premium,Recall,SC,2023-05-23,36-45,True
910,CLI00910,Dr. Cauã Albuquerque,PF - Premium,Indicação,SP,2023-02-20,36-45,True
911,CLI00911,Gabriel Cassiano,PF - Varejo,Fidelização,SP,2022-08-29,18-25,True
912,CLI00912,Sr. Gael Henrique Leão,PF - Varejo,Indicação,SP,2023-02-21,46-55,True
913,CLI00913,Pietra Almeida,PF - Varejo,Recall,RJ,2022-11-28,26-35,True
914,CLI00914,Mathias Ribeiro,PF - Varejo,Fidelização,RJ,2021-08-27,46-55,True
915,CLI00915,Cecilia Cirino,PF - Varejo,Showroom,SP,2022-04-29,36-45,True
916,CLI00916,Srta. Agatha da Conceição,PF - Premium,CRM Ativo,RJ,2021-09-19,18-25,True
917,CLI00917,Carlos Eduardo Santos,PF - Varejo,Fidelização,MG,2021-10-21,46-55,True
918,CLI00918,Caio Cassiano,PF - Varejo,Digital,SP,2022-01-09,56+,True
919,CLI00919,Asafe Rodrigues,PF - Premium,CRM Ativo,SP,2021-05-15,36-45,True
920,CLI00920,Breno Cirino,PF - Premium,Digital,DF,2021-01-10,56+,True
921,CLI00921,Matheus da Conceição,PJ - Frota Pequena,Showroom,SP,2023-05-31,26-35,True
922,CLI00922,Dr. Ryan Castro,PJ - Frota Grande,Indicação,BA,2023-01-16,46-55,True
923,CLI00923,Dra. Marina Pastor,PF - Premium,CRM Ativo,RJ,2021-04-23,26-35,True
924,CLI00924,Bella Brito,PF - Varejo,Digital,SP,2021-01-06,26-35,True
925,CLI00925,Sra. Sophia Gonçalves,PJ - Frota Pequena,CRM Ativo,SP,2021-04-18,26-35,True
926,CLI00926,Theo Montenegro,PJ - Frota Grande,Indicação,SP,2021-05-23,26-35,True
927,CLI00927,Maysa Cassiano,PF - Premium,Indicação,ES,2022-12-03,36-45,True
928,CLI00928,Lucas Gabriel Vieira,PF - Premium,Indicação,MG,2022-11-08,36-45,True
929,CLI00929,Dra. Manuella da Luz,PJ - Frota Pequena,Showroom,PR,2021-02-04,56+,True
930,CLI00930,Nathan Rocha,PJ - Frota Pequena,Showroom,SP,2022-02-22,18-25,True
931,CLI00931,Manuella Pacheco,PF - Varejo,Showroom,RJ,2022-06-05,36-45,True
932,CLI00932,Cecília Marques,PJ - Frota Pequena,Fidelização,SC,2022-07-04,26-35,True
933,CLI00933,Carolina Freitas,PF - Premium,Digital,SP,2021-12-15,26-35,True
934,CLI00934,Isabella Nascimento,PF - Varejo,Digital,GO,2021-09-04,26-35,True
935,CLI00935,Ryan Novaes,PJ - Frota Pequena,Digital,RJ,2022-04-09,36-45,True
936,CLI00936,Dra. Alexia Cassiano,PF - Varejo,Recall,MG,2021-09-01,26-35,True
937,CLI00937,Sophie da Luz,PF - Varejo,Digital,SC,2021-02-21,26-35,True
938,CLI00938,Lavínia da Paz,PJ - Frota Pequena,Showroom,PE,2021-11-27,46-55,True
939,CLI00939,Levi das Neves,PF - Premium,Showroom,SC,2022-05-13,36-45,True
940,CLI00940,Luísa Garcia,PF - Varejo,Indicação,GO,2023-04-22,46-55,True
941,CLI00941,Natália Cassiano,PF - Varejo,Recall,MG,2023-04-16,26-35,True
942,CLI00942,Luigi Viana,PJ - Frota Grande,Indicação,SP,2021-01-21,36-45,True
943,CLI00943,Benjamin Novaes,PJ - Frota Pequena,Indicação,RS,2023-06-21,36-45,True
944,CLI00944,Calebe Sousa,PF - Varejo,Indicação,PR,2021-05-28,26-35,True
945,CLI00945,Henry Gabriel Mendonça,PJ - Frota Grande,Fidelização,ES,2021-10-07,26-35,True
946,CLI00946,Sra. Ana Luiza Andrade,PJ - Frota Grande,Digital,RJ,2022-05-18,18-25,True
947,CLI00947,Enrico Abreu,PF - Varejo,Showroom,MG,2021-01-29,26-35,True
948,CLI00948,Maria Vitória Pinto,PF - Premium,Digital,PR,2022-08-11,26-35,True
949,CLI00949,Nicole Freitas,PJ - Frota Pequena,Fidelização,MG,2022-05-27,26-35,True
950,CLI00950,João Pedro Viana,PF - Varejo,Fidelização,RJ,2022-07-22,26-35,True
951,CLI00951,Pietro Rezende,PF - Varejo,Digital,MG,2023-03-01,46-55,True
952,CLI00952,Pedro Lucas Correia,PF - Varejo,Digital,GO,2022-01-21,46-55,True
953,CLI00953,Carlos Eduardo Rocha,PF - Varejo,Digital,RJ,2021-11-21,56+,True
954,CLI00954,Caleb da Costa,PF - Varejo,CRM Ativo,RS,2023-01-25,36-45,True
955,CLI00955,Vitor Hugo Castro,PF - Varejo,Digital,RJ,2022-10-12,26-35,True
956,CLI00956,Maria Liz Lopes,PF - Premium,CRM Ativo,PR,2021-11-18,46-55,True
957,CLI00957,Ravy Ramos,PF - Varejo,Digital,SP,2022-10-23,36-45,True
958,CLI00958,Luiz Henrique Ramos,PJ - Frota Grande,Showroom,SP,2022-02-21,26-35,True
959,CLI00959,Gabrielly Machado,PF - Premium,Digital,GO,2021-04-17,46-55,True
960,CLI00960,Arthur da Mata,PF - Premium,Digital,SP,2021-07-15,26-35,True
961,CLI00961,Pedro Henrique Monteiro,PF - Varejo,Digital,RS,2023-05-05,36-45,True
962,CLI00962,Lucas Castro,PF - Varejo,Digital,SP,2021-05-16,26-35,True
963,CLI00963,Luiz Miguel Barros,PJ - Frota Pequena,Indicação,RJ,2022-10-15,26-35,True
964,CLI00964,Enzo Gabriel da Cruz,PJ - Frota Pequena,Recall,SP,2023-04-10,36-45,True
965,CLI00965,Raquel Vieira,PJ - Frota Pequena,CRM Ativo,SP,2021-06-25,56+,True
966,CLI00966,Ester Pinto,PJ - Frota Grande,Fidelização,RS,2021-12-05,36-45,True
967,CLI00967,Ísis Gomes,PF - Varejo,Showroom,MG,2023-05-26,36-45,True
968,CLI00968,Joaquim Caldeira,PF - Varejo,Showroom,GO,2023-01-01,26-35,True
969,CLI00969,Ana Lívia Costa,PJ - Frota Pequena,Digital,DF,2021-01-14,36-45,True
970,CLI00970,Sr. Ravi da Conceição,PF - Varejo,Fidelização,SP,2021-11-08,46-55,True
971,CLI00971,Gabriela Santos,PF - Varejo,Digital,RJ,2021-05-11,36-45,True
972,CLI00972,Elisa Guerra,PF - Varejo,Indicação,SP,2022-10-20,18-25,True
973,CLI00973,Maria Julia Duarte,PJ - Frota Grande,CRM Ativo,RJ,2023-02-03,46-55,True
974,CLI00974,Isabelly Siqueira,PF - Varejo,Showroom,GO,2021-10-14,56+,True
975,CLI00975,Valentim Oliveira,PF - Varejo,Showroom,SP,2021-08-18,56+,True
976,CLI00976,Maria Flor Moura,PF - Varejo,Recall,RS,2021-04-14,46-55,True
977,CLI00977,João Abreu,PF - Varejo,CRM Ativo,SP,2022-08-17,36-45,True
978,CLI00978,Dr. Liam Câmara,PF - Varejo,Digital,PR,2022-05-30,36-45,True
979,CLI00979,Sra. Gabrielly Carvalho,PF - Varejo,Indicação,RJ,2023-06-13,46-55,True
980,CLI00980,Sr. Oliver Nogueira,PJ - Frota Pequena,Indicação,RJ,2021-04-11,26-35,True
981,CLI00981,Laura Nunes,PF - Varejo,Showroom,PR,2022-12-30,26-35,True
982,CLI00982,Luana Silveira,PF - Varejo,Indicação,GO,2022-06-20,56+,True
983,CLI00983,Maitê Teixeira,PF - Varejo,Indicação,DF,2021-08-09,56+,True
984,CLI00984,Alana Jesus,PF - Varejo,Indicação,SP,2023-04-13,36-45,True
985,CLI00985,Ágatha Mendes,PF - Varejo,Indicação,PR,2021-08-30,18-25,True
986,CLI00986,Lucca Vasconcelos,PJ - Frota Pequena,Digital,SP,2023-06-24,36-45,True
987,CLI00987,Ana Cecília Vargas,PF - Varejo,CRM Ativo,PR,2022-06-30,26-35,True
988,CLI00988,Yan Costa,PJ - Frota Pequena,Digital,SC,2022-07-15,26-35,True
989,CLI00989,João Gabriel Barbosa,PF - Premium,Indicação,MG,2021-03-02,46-55,True
990,CLI00990,Olívia Ferreira,PJ - Frota Pequena,Indicação,SP,2023-01-22,46-55,True
991,CLI00991,Hellena Vasconcelos,PJ - Frota Grande,Indicação,MG,2022-11-05,26-35,True
992,CLI00992,Kamilly Mendonça,PJ - Frota Pequena,Indicação,SP,2021-08-16,46-55,True
993,CLI00993,Liam Ramos,PF - Varejo,Digital,MG,2021-11-02,26-35,True
994,CLI00994,Júlia Novaes,PF - Varejo,Digital,SP,2022-03-24,36-45,True
995,CLI00995,Sr. Benjamin Barros,PJ - Frota Pequena,Showroom,SP,2022-04-10,26-35,True
996,CLI00996,Caleb Guerra,PF - Varejo,Digital,RJ,2021-05-04,36-45,True
997,CLI00997,Maria Helena Nogueira,PF - Varejo,Indicação,RJ,2021-09-17,46-55,True
998,CLI00998,Rhavi da Cruz,PF - Varejo,Recall,SP,2022-11-18,56+,True
999,CLI00999,Alexandre Silva,PJ - Frota Pequena,Digital,SP,2023-02-16,36-45,True
1000,CLI01000,Renan da Conceição,PF - Varejo,Showroom,GO,2021-02-01,36-45,True
1001,CLI01001,Sr. Diego Rocha,PJ - Frota Pequena,Digital,SP,2022-10-13,46-55,True
1002,CLI01002,Dr. Emanuel Correia,PF - Varejo,Showroom,SP,2022-02-25,18-25,True
1003,CLI01003,Sr. Ravi Lucca Leão,PJ - Frota Grande,Indicação,ES,2023-04-05,56+,True
1004,CLI01004,Heitor da Rocha,PJ - Frota Pequena,Showroom,PR,2021-10-10,46-55,True
1005,CLI01005,Davi Miguel Azevedo,PF - Varejo,Digital,PR,2022-07-20,36-45,True
1006,CLI01006,Joana Gonçalves,PF - Varejo,Digital,PR,2023-04-10,46-55,True
1007,CLI01007,Bernardo da Mota,PF - Varejo,CRM Ativo,RS,2022-01-01,46-55,True
1008,CLI01008,Asafe Araújo,PF - Premium,Showroom,SP,2021-12-19,46-55,True
1009,CLI01009,Mariane Araújo,PF - Varejo,Fidelização,ES,2021-04-28,26-35,True
1010,CLI01010,Catarina Campos,PF - Varejo,Showroom,SP,2021-04-20,46-55,True
1011,CLI01011,Maria Liz Campos,PF - Varejo,Indicação,ES,2022-09-24,36-45,True
1012,CLI01012,Cecília Macedo,PJ - Frota Pequena,Digital,RS,2022-02-02,36-45,True
1013,CLI01013,Pedro da Paz,PF - Premium,Showroom,PR,2023-04-27,36-45,True
1014,CLI01014,Vinícius Macedo,PF - Varejo,Showroom,SP,2021-09-02,46-55,True
1015,CLI01015,Antonella Guerra,PF - Varejo,Recall,BA,2023-01-17,26-35,True
1016,CLI01016,Cauã Jesus,PF - Varejo,Indicação,PR,2021-05-23,46-55,True
1017,CLI01017,Dante Ribeiro,PF - Varejo,Showroom,RJ,2023-04-26,36-45,True
1018,CLI01018,Dr. Levi da Rosa,PJ - Frota Grande,Digital,MG,2023-04-30,18-25,True
1019,CLI01019,Sra. Mariah Rocha,PF - Varejo,Digital,SP,2022-09-27,36-45,True
1020,CLI01020,Emanuella da Cunha,PF - Varejo,Digital,SP,2021-09-15,26-35,True
1021,CLI01021,Ana Laura da Luz,PF - Premium,CRM Ativo,SP,2021-09-08,56+,True
1022,CLI01022,Maria Sophia da Luz,PF - Premium,Recall,MG,2023-02-16,18-25,True
1023,CLI01023,Enzo Melo,PF - Varejo,Recall,RJ,2021-05-29,56+,True
1024,CLI01024,Dra. Evelyn Machado,PF - Varejo,Indicação,BA,2021-07-02,26-35,True
1025,CLI01025,Beatriz Pimenta,PF - Premium,Showroom,SC,2022-04-18,46-55,True
1026,CLI01026,Guilherme Pimenta,PF - Premium,Showroom,PE,2021-08-13,26-35,True
1027,CLI01027,Gabriel Mendes,PF - Varejo,Digital,SP,2022-08-18,36-45,True
1028,CLI01028,Caroline da Mota,PF - Premium,Recall,SP,2022-12-27,46-55,True
1029,CLI01029,Isabel Rocha,PF - Varejo,Showroom,PR,2021-10-01,26-35,True
1030,CLI01030,Sra. Maria Eduarda Macedo,PF - Varejo,Indicação,GO,2021-02-15,56+,True
1031,CLI01031,Mirella Ferreira,PF - Premium,Indicação,RJ,2022-09-23,46-55,True
1032,CLI01032,Melissa Dias,PJ - Frota Pequena,Indicação,SP,2021-09-19,46-55,True
1033,CLI01033,Bárbara Rios,PF - Varejo,Digital,SP,2022-09-30,36-45,True
1034,CLI01034,Sr. Felipe da Paz,PJ - Frota Pequena,CRM Ativo,PR,2021-04-10,36-45,True
1035,CLI01035,Mariana Borges,PF - Varejo,Digital,RJ,2021-03-04,36-45,True
1036,CLI01036,Sr. Davi Lucca Viana,PF - Varejo,Indicação,SP,2022-02-14,26-35,True
1037,CLI01037,Sra. Sara Moraes,PF - Varejo,Indicação,ES,2022-03-08,36-45,True
1038,CLI01038,Renan Castro,PF - Premium,Fidelização,ES,2021-08-04,36-45,True
1039,CLI01039,Theo Nascimento,PJ - Frota Pequena,Digital,RJ,2021-12-24,36-45,True
1040,CLI01040,Leonardo Fogaça,PF - Premium,Showroom,RJ,2021-06-10,26-35,True
1041,CLI01041,Dr. Luiz Miguel da Cunha,PF - Premium,Indicação,PR,2022-10-04,46-55,True
1042,CLI01042,Francisco Rezende,PJ - Frota Pequena,Showroom,DF,2021-04-01,36-45,True
1043,CLI01043,Leandro Oliveira,PJ - Frota Pequena,Recall,SP,2022-12-12,18-25,True
1044,CLI01044,Dr. Heitor da Luz,PF - Varejo,Digital,PR,2022-12-16,46-55,True
1045,CLI01045,Erick Nascimento,PF - Varejo,Indicação,ES,2022-07-25,26-35,True
1046,CLI01046,Ian Sá,PF - Varejo,Recall,PR,2022-04-10,18-25,True
1047,CLI01047,Luiza Costela,PF - Varejo,Indicação,PR,2021-01-16,36-45,True
1048,CLI01048,Raul da Conceição,PF - Varejo,Recall,GO,2021-05-31,18-25,True
1049,CLI01049,Maria Campos,PF - Varejo,Showroom,SP,2022-03-09,26-35,True
1050,CLI01050,Maria Eduarda da Mata,PF - Premium,Fidelização,GO,2021-11-06,36-45,True
1051,CLI01051,Luiza Machado,PJ - Frota Pequena,Digital,RS,2022-03-19,36-45,True
1052,CLI01052,Sra. Maria Sophia Ferreira,PF - Varejo,Showroom,PR,2021-07-26,26-35,True
1053,CLI01053,Enzo Gabriel Pacheco,PJ - Frota Grande,Indicação,RJ,2021-08-13,18-25,True
1054,CLI01054,Ana Julia Porto,PJ - Frota Pequena,Showroom,RJ,2022-06-06,36-45,True
1055,CLI01055,Raquel Araújo,PF - Varejo,Showroom,MG,2022-06-08,36-45,True
1056,CLI01056,Guilherme Macedo,PJ - Frota Grande,Digital,SP,2022-07-13,36-45,True
1057,CLI01057,Eloá Machado,PJ - Frota Grande,Digital,SP,2021-09-12,26-35,True
1058,CLI01058,Sophia Pastor,PF - Premium,Indicação,RS,2022-04-16,56+,True
1059,CLI01059,Alexandre Carvalho,PF - Varejo,Digital,RJ,2021-10-07,26-35,True
1060,CLI01060,Vinícius Mendes,PJ - Frota Pequena,Digital,RJ,2022-06-22,36-45,True
1061,CLI01061,Vicente Ramos,PF - Varejo,Recall,SP,2022-06-21,46-55,True
1062,CLI01062,Bento Campos,PJ - Frota Grande,Recall,PE,2022-05-29,26-35,True
1063,CLI01063,Carolina Vasconcelos,PF - Varejo,Recall,PR,2021-12-22,36-45,True
1064,CLI01064,Srta. Bianca Pastor,PF - Varejo,Indicação,RJ,2022-02-16,26-35,True
1065,CLI01065,Ana Luiza da Mota,PJ - Frota Pequena,Indicação,SP,2021-05-18,36-45,True
1066,CLI01066,Melissa Câmara,PF - Premium,Fidelização,PR,2022-02-14,26-35,True
1067,CLI01067,Vinícius Fernandes,PJ - Frota Pequena,Digital,SP,2022-07-04,36-45,True
1068,CLI01068,Gabrielly da Paz,PJ - Frota Grande,Digital,RJ,2023-02-11,26-35,True
1069,CLI01069,Nicolas Costa,PF - Varejo,Digital,PR,2021-11-08,18-25,True
1070,CLI01070,Melissa Correia,PJ - Frota Grande,Showroom,PR,2021-09-28,46-55,True
1071,CLI01071,Dr. Rael Lima,PF - Varejo,Digital,RS,2022-03-12,46-55,True
1072,CLI01072,Srta. Cecília Araújo,PJ - Frota Pequena,Digital,PE,2023-05-17,26-35,True
1073,CLI01073,Marcelo Aragão,PJ - Frota Pequena,CRM Ativo,SP,2021-05-15,46-55,True
1074,CLI01074,Eloá Almeida,PF - Varejo,Digital,MG,2022-03-16,36-45,True
1075,CLI01075,Sara Cunha,PJ - Frota Grande,Showroom,MG,2021-05-07,46-55,True
1076,CLI01076,Lucas Pires,PJ - Frota Grande,Indicação,ES,2022-01-25,18-25,True
1077,CLI01077,Isabelly da Conceição,PJ - Frota Pequena,Digital,SP,2022-09-06,36-45,True
1078,CLI01078,Srta. Manuella Moraes,PF - Premium,Digital,SP,2023-03-05,36-45,True
1079,CLI01079,Apollo da Mota,PJ - Frota Grande,Digital,SP,2022-06-23,36-45,True
1080,CLI01080,Bernardo Rezende,PF - Varejo,Fidelização,GO,2022-05-06,36-45,True
1081,CLI01081,Igor Brito,PF - Varejo,Showroom,PR,2022-12-27,46-55,True
1082,CLI01082,Aurora Nascimento,PF - Premium,Showroom,PR,2022-09-02,36-45,True
1083,CLI01083,Emilly Campos,PJ - Frota Grande,Digital,PR,2022-03-24,26-35,True
1084,CLI01084,Sofia Almeida,PF - Premium,Recall,SP,2021-02-16,18-25,True
1085,CLI01085,Caio Machado,PF - Premium,Showroom,MG,2022-10-02,26-35,True
1086,CLI01086,Cecília Andrade,PF - Premium,Indicação,MG,2022-10-02,26-35,True
1087,CLI01087,Cecilia da Conceição,PF - Varejo,Indicação,RJ,2021-01-07,18-25,True
1088,CLI01088,Júlia Alves,PF - Varejo,Digital,MG,2021-09-04,36-45,True
1089,CLI01089,Ísis Garcia,PJ - Frota Pequena,Indicação,MG,2023-02-21,18-25,True
1090,CLI01090,Igor da Luz,PF - Varejo,Recall,PR,2022-05-11,46-55,True
1091,CLI01091,Ana Laura Rios,PF - Premium,CRM Ativo,SP,2021-08-02,18-25,True
1092,CLI01092,João Gabriel Andrade,PF - Varejo,Indicação,PR,2021-07-15,36-45,True
1093,CLI01093,Larissa Pastor,PF - Varejo,CRM Ativo,DF,2021-12-14,26-35,True
1094,CLI01094,Davi Lucca Albuquerque,PF - Varejo,Indicação,SP,2022-04-02,26-35,True
1095,CLI01095,Rhavi Castro,PF - Premium,Indicação,RJ,2021-11-03,56+,True
1096,CLI01096,Ravi Fernandes,PF - Premium,CRM Ativo,SP,2022-11-07,36-45,True
1097,CLI01097,Maria Julia Fogaça,PF - Premium,Indicação,SP,2021-03-30,36-45,True
1098,CLI01098,Luna da Cunha,PF - Premium,Digital,MG,2023-06-03,36-45,True
1099,CLI01099,Maria Fernanda Gomes,PF - Varejo,Digital,SP,2023-06-04,18-25,True
1100,CLI01100,Rafael Fernandes,PJ - Frota Grande,Recall,BA,2023-02-24,26-35,True
1101,CLI01101,Cauã Ribeiro,PF - Varejo,Indicação,SP,2021-11-28,26-35,True
1102,CLI01102,Caio Gonçalves,PJ - Frota Pequena,Showroom,PR,2022-03-12,36-45,True
1103,CLI01103,Calebe da Conceição,PJ - Frota Grande,Indicação,RJ,2021-10-29,26-35,True
1104,CLI01104,Nicolas Monteiro,PJ - Frota Pequena,CRM Ativo,SP,2022-10-23,46-55,True
1105,CLI01105,Srta. Caroline Pinto,PJ - Frota Pequena,Indicação,RJ,2022-02-21,36-45,True
1106,CLI01106,Heloísa Andrade,PJ - Frota Grande,Indicação,CE,2022-12-11,26-35,True
1107,CLI01107,Valentina Novais,PJ - Frota Pequena,Digital,PR,2022-04-04,46-55,True
1108,CLI01108,Melina Monteiro,PJ - Frota Pequena,Fidelização,SP,2023-04-05,46-55,True
1109,CLI01109,Marcelo Oliveira,PF - Varejo,Digital,PR,2022-01-20,36-45,True
1110,CLI01110,Noah Ferreira,PF - Premium,CRM Ativo,SP,2022-05-27,36-45,True
1111,CLI01111,Enrico Cavalcanti,PF - Varejo,Indicação,SP,2022-07-29,56+,True
1112,CLI01112,Dr. João Vitor Nascimento,PJ - Frota Pequena,Fidelização,ES,2021-03-01,26-35,True
1113,CLI01113,Luan Barros,PF - Varejo,Showroom,MG,2022-12-06,36-45,True
1114,CLI01114,Josué Nunes,PF - Varejo,Recall,PR,2021-05-13,26-35,True
1115,CLI01115,Isadora Moraes,PF - Varejo,Recall,PR,2022-06-06,26-35,True
1116,CLI01116,Pietra Santos,PJ - Frota Pequena,Indicação,RJ,2021-01-01,46-55,True
1117,CLI01117,Aurora Mendes,PF - Premium,Digital,BA,2022-12-01,36-45,True
1118,CLI01118,Luiz Gustavo da Cruz,PJ - Frota Pequena,Showroom,PR,2022-01-18,36-45,True
1119,CLI01119,Heloisa da Mata,PF - Varejo,Digital,RJ,2021-05-13,36-45,True
1120,CLI01120,Juan das Neves,PF - Premium,Digital,SP,2021-11-04,36-45,True
1121,CLI01121,Emanuel Campos,PF - Varejo,Showroom,SP,2022-12-08,36-45,True
1122,CLI01122,Julia Vargas,PJ - Frota Grande,Indicação,MG,2023-04-23,18-25,True
1123,CLI01123,Asafe Correia,PF - Premium,Recall,RJ,2021-02-16,36-45,True
1124,CLI01124,Thiago Azevedo,PJ - Frota Pequena,Indicação,SP,2021-06-02,46-55,True
1125,CLI01125,Oliver Pinto,PF - Premium,Fidelização,PR,2021-11-19,46-55,True
1126,CLI01126,Bruna Carvalho,PF - Varejo,Showroom,SC,2021-12-14,36-45,True
1127,CLI01127,Léo Pereira,PF - Varejo,Digital,SP,2021-05-11,26-35,True
1128,CLI01128,Alana Moreira,PF - Varejo,Recall,PR,2022-05-21,36-45,True
1129,CLI01129,Danilo Jesus,PF - Premium,Indicação,SP,2023-03-01,26-35,True
1130,CLI01130,Sr. Renan Pastor,PF - Premium,Indicação,RJ,2022-04-26,36-45,True
1131,CLI01131,Theo Castro,PJ - Frota Pequena,Indicação,RS,2022-12-26,36-45,True
1132,CLI01132,Isabelly Nogueira,PJ - Frota Pequena,CRM Ativo,SP,2021-09-20,26-35,True
1133,CLI01133,Danilo da Cunha,PJ - Frota Pequena,Digital,PR,2023-05-15,36-45,True
1134,CLI01134,Luan Farias,PF - Premium,CRM Ativo,ES,2022-01-08,46-55,True
1135,CLI01135,Ana Laura Pereira,PF - Varejo,Fidelização,SP,2022-03-07,26-35,True
1136,CLI01136,Sra. Maria Flor Caldeira,PJ - Frota Pequena,Digital,SP,2023-03-05,26-35,True
1137,CLI01137,Joana Novaes,PJ - Frota Pequena,Digital,RS,2023-04-21,26-35,True
1138,CLI01138,Catarina Cardoso,PJ - Frota Pequena,Showroom,RJ,2021-11-06,36-45,True
1139,CLI01139,Dr. João Santos,PF - Varejo,CRM Ativo,RS,2021-04-18,56+,True
1140,CLI01140,Samuel Nogueira,PF - Varejo,Showroom,CE,2021-09-30,46-55,True
1141,CLI01141,Laís Mendes,PJ - Frota Grande,Digital,SP,2023-01-09,36-45,True
1142,CLI01142,José Rios,PJ - Frota Pequena,Recall,SP,2022-12-06,36-45,True
1143,CLI01143,Liz Camargo,PF - Varejo,Digital,RS,2023-01-31,46-55,True
1144,CLI01144,Diogo Lopes,PF - Varejo,Digital,SP,2021-07-25,26-35,True
1145,CLI01145,Maria Flor Leão,PJ - Frota Pequena,Fidelização,RJ,2022-07-25,46-55,True
1146,CLI01146,Apollo Silveira,PJ - Frota Pequena,Fidelização,SP,2022-02-15,56+,True
1147,CLI01147,Joana Barbosa,PF - Varejo,Digital,SP,2022-04-14,36-45,True
1148,CLI01148,Guilherme Siqueira,PF - Varejo,Indicação,RJ,2022-06-26,46-55,True
1149,CLI01149,Pedro Henrique da Mota,PJ - Frota Pequena,Digital,DF,2023-04-19,46-55,True
1150,CLI01150,Amanda da Costa,PJ - Frota Pequena,Indicação,BA,2021-03-19,56+,True
1151,CLI01151,Sra. Bruna Novais,PF - Premium,Digital,MG,2021-12-17,36-45,True
1152,CLI01152,Ana Júlia Sá,PF - Premium,Indicação,RJ,2022-05-09,46-55,True
1153,CLI01153,Thiago Rocha,PJ - Frota Pequena,Indicação,PE,2021-10-03,26-35,True
1154,CLI01154,Sr. Thomas Sá,PF - Premium,Showroom,GO,2023-05-07,56+,True
1155,CLI01155,Benicio Guerra,PF - Varejo,Fidelização,SP,2021-12-01,46-55,True
1156,CLI01156,Vicente Pires,PJ - Frota Pequena,Showroom,SP,2022-03-31,46-55,True
1157,CLI01157,Luiz Felipe Moreira,PF - Varejo,Indicação,BA,2021-03-26,36-45,True
1158,CLI01158,Benjamin Aparecida,PJ - Frota Pequena,Digital,SP,2021-12-26,46-55,True
